溪流分級,主管機關,河川代碼,溪流名稱,"重名
數量",溪流wikiID,別名,上級,"所在縣市
（以 ,分隔）","縣市
wikidata ID","所在鄉鎮區
（以 ,分隔）",鄉鎮區wiki ID,水系,"流入水域
（wikiID)",流入,"主流
or
支流",,
,,,紅石溪,6,,,,臺東縣,,關山鎮,,,,,,,
,,,紅花園坑溝,1,,,,高雄市,,內門區,,,,,,,
,,,紅泉坑,1,,,,臺南市,,六甲區,,,,,,,
,,,紅茄定排水,1,,,,臺南市,,學甲區,,,,新田寮排水,,直轄市管區域排水,
,,,紅埤,1,,,,桃園市,,龍潭區,,,,,,,
,,,紅菜坑,1,,,,臺中市,,北屯區,,,,,,,
,,,紅葉圳,1,,,,臺東縣,,延平鄉,,,,,,,
中央管河川,,237050,紅葉溪,8,Q17032292,,,花蓮縣,,"卓溪鄉,萬榮鄉,瑞穗鄉",,秀姑巒溪,,,,,
,,,紅葉溪,8,,,,台東、花蓮縣,,卓溪鄉,,秀姑巒溪,,,,,
,,,紅葉溪,8,,,,花蓮縣,,卓溪鄉,,,,,,,
,,,紅葉溪,8,,,,花蓮縣,,瑞穗鄉,,,,,,,
,,,紅葉溪,8,,,,花蓮縣,,萬榮鄉,,,,,,,
,,,紅葉溪,8,,,,花蓮縣,,卓溪鄉,,,,,,,
,,,紅葉溪,8,,,,花蓮縣,,萬榮鄉,,,,,,,
,,,紅葉溪,8,,,,花蓮縣,,瑞穗鄉,,,,,,,
,第一河川局,,紅達拉溪,1,,,,宜蘭,,,,蘭陽溪,,,,,
,,,紅橋溪,2,,,,屏東縣,,高樹鄉,,,,,,,
,,,紅橋溪,2,,,,屏東縣,,高樹鄉,,,,,,,
,,,紅糖埤,1,,,,桃園市,,觀音區,,,,,,,
,,,紅頭溪,2,,,,臺東縣,,蘭嶼鄉,,紅頭溪,,,,,
,,,紅頭溪,2,,,,臺東縣,,蘭嶼鄉,,,,,,,
,,,紅羅1號排水路,1,,,,澎湖縣,,湖西鄉,,,,台灣海峽,,縣(市)管區域排水,
,,,紅羅2號排水路,1,,,,澎湖縣,,湖西鄉,,,,台灣海峽,,縣(市)管區域排水,
,,,美好里漁港,1,,,,嘉義縣,,布袋鎮,,,,,,,
,,,美秀溪,2,,,,,,,,荖濃溪,,,,,
,,,美秀溪,2,,,,高雄市,,桃源區,,,,,,,
縣市管河川,,244000,美崙溪,10,Q17025918,,,花蓮縣,,"花蓮市,新城鄉,秀林鄉",,美崙溪,,,,,
,,,美崙溪,10,,娑婆礑溪,,花蓮縣,,吉安鄉,,,,,,,
,,,美崙溪,10,,娑婆礑溪,,花蓮縣,,秀林鄉,,,,,,,
,,,美崙溪,10,,娑婆礑溪,,花蓮縣,,秀林鄉,,,,,,,
,,,美崙溪,10,,娑婆礑溪,,花蓮縣,,花蓮市,,,,,,,
,,,美崙溪,10,,娑婆礑溪,,花蓮縣,,新城鄉,,,,,,,
,,,美崙溪,10,,娑婆礑溪,,,,,,,,,,,
,,,美崙溪,10,,娑婆礑溪,,花蓮縣,,花蓮市,,,,,,,
,,,美崙溪,10,,娑婆礑溪,,花蓮縣,,新城鄉,,,,,,,
,,,美崙溪,10,,,,,,,,,,,,,
,,,美雅溪,1,,,,高雄市,,茂林區,,,,,,,
,,,美福排水,1,,,,宜蘭縣,,員山鄉、宜蘭市,,,,宜蘭河,,縣(市)管區域排水,
,,,美濃排水,1,,,,高雄市,,美濃區,,,,美濃溪,,直轄市管區域排水,
,,,美濃湖排水,1,,,,高雄市,,美濃區,,,,美濃溪,,直轄市管區域排水,
中央管河川,,173032,美濃溪,6,Q15920985,,,高雄市,,"旗山區,美濃區,杉林區",,高屏溪,,,,,
,,,美濃溪,6,,,,高雄市,,旗山區,,,,,,,
,,,美濃溪,6,,,,高雄市,,美濃區,,,,,,,
,,,美濃溪,6,,,,高雄市,,旗山區,,,,,,,
,,,美濃溪,6,,,,高雄市,,美濃區,,,,,,,
,,,美濃溪,6,,,,,,,,,,,,,
中央管河川,第一河川局,2560P0,美優溪,4,#N/A,,,宜蘭縣,,大同鄉,,蘭陽溪,,,,,
,第一河川局,,美優溪,4,,,,,,,,蘭陽溪,,,,,
,第一河川局,,美優溪,4,,,,宜蘭,,,,蘭陽溪,,,,,
,,,美優溪,4,,,,宜蘭縣,,大同鄉,,,,,,,
,,,美羅坑溝,2,,,,高雄市,,田寮區,,,,,,,
,,,美羅坑溝,2,,,,高雄市,,田寮區,,二仁溪,,二仁溪,,,
,第一河川局,,美羅溪,3,,,,,,,,蘭陽溪,,,,,
,第一河川局,,美羅溪,3,,,,宜蘭,,,,蘭陽溪,,,,,
,,,美羅溪,3,,,,宜蘭縣,,大同鄉,,,,,,,
,第一河川局,,耶克糾溪,1,,,,宜蘭,,,,蘭陽溪,,,,,
,,,背山排水,1,,,,新竹縣,,峨眉鄉,,,,峨眉溪,,縣(市)管區域排水,
,,,胡桶小坑排水溝,1,,,,宜蘭縣,,冬山鄉,,,,,,,
縣市管河川,,138000,苑裡溪,6,Q17030150,,,苗栗縣,,"通霄鎮,苑裡鎮",,苑裡溪,,,,,
,,,苑裡溪,6,,大埔溪,,苗栗縣,,通霄鎮,,,,,,,
,,,苑裡溪,6,,大埔溪,,苗栗縣,,苑裡鎮,,,,,,,
,,,苑裡溪,6,,大埔溪,,,,,,,,,,,
,,,苑裡溪,6,,大埔溪,,苗栗縣,,苑裡鎮,,,,,,,
,,,苑裡溪,6,,,,,,,,,,,,,
,,,苑裡漁港,1,,,,苗栗縣,,苑裡鎮,,,,,,,
,,,苓子林中排,1,,,,臺南市,,善化區,,,,六分寮中排二,,直轄市管區域排水,
中央管河川,,2370K0,苓仔溪,4,#N/A,苓雅溪,,花蓮縣,,玉里鎮,,秀姑巒溪,,,,,
,,,苓仔溪,4,,苓仔齋溪,,花蓮縣,,玉里鎮,,,,,,,
,,,苓仔溪,4,,苓仔齋溪,,花蓮縣,,玉里鎮,,,,,,,
,,,苓仔溪,4,,苓仔齋溪,,,,,,,,,,,
,,,苦仔坑溪,1,,,,,,,,,,,,,
,,,苦瓜寮坑,2,,,,彰化縣,,花壇鄉,,,,,,,
,,,苦瓜寮坑,2,,,,彰化縣,,花壇鄉,,,,,,,
,,,苦竹溪,2,,,,屏東縣,,枋寮鄉,,,,,,,
,,,苦竹溪,2,,,,屏東縣,,春日鄉,,,,,,,
,,,苦林坑,1,,,,臺中市,,東勢區,,,,,,,
,,,苦苓湖溪,1,,,,臺南市,,龍崎區,,,,,,,
,,,苦苓腳排水,2,,,,南投縣,,南投市,,,,,,,
,,,苦苓腳排水,2,,,,南投縣,,南投市,,,,,,,
,,,苦苓腳排水幹線,1,,,,南投縣,,南投,,,,貓羅溪,,縣(市)管區域排水,
,,,苦苓腳排水幹線─1(鳳鳴),1,,,,南投縣,,南投,,,,苦苓腳排水,,縣(市)管區域排水,
,,,苦苓腳溪,2,,,,嘉義縣,,番路鄉,,,,,,,
,,,苦苓腳溪,2,,,,嘉義縣,,番路鄉,,,,,,,
,,,苧仔寮坑,2,,,,臺南市,,南化區,,,,,,,
,,,苧仔寮坑,2,,,,臺南市,,南化區,,,,,,,
,,,苧園坑,2,,,,臺中市,,北屯區,,,,,,,
,,,苧園坑,2,,,,臺中市,,北屯區,,,,,,,
,,,苧園溪,1,,,,臺中市,,北屯區,,,,廍子溪,,直轄市管區域排水,
,,,英坑區排,1,,,,金門縣,,金沙鎮,,,,,,縣(市)管區域排水,
中央管河川,第一河川局,2560K0,茂安溪,1,#N/A,,,宜蘭縣,,大同鄉,,蘭陽溪,,,,,
,,,茄冬坑,1,,,,苗栗縣,,銅鑼鄉,,,,,,,
,,,茄苳坑,1,,,,桃園市,,大溪區,,,,,,,
,,,茄苳坑排水幹線,1,,,,南投縣,,集集,,,,濁水溪,,縣(市)管區域排水,
,,,茄苳林二排,1,,,,宜蘭縣,,員山鄉,,,,五十溪,,縣(市)管區域排水,
,,,茄苳排水,2,,,,南投縣,,南投市,,,,,,,
,,,茄苳排水,2,,,,南投縣,,南投市,,,,,,,
,,,茄苳排水分線,1,,,,南投縣,,南投,,,,坑內坑溪,,縣(市)管區域排水,
,,,茄苳排水分線─1,1,,,,南投縣,,南投,,,,茄苳排水分線,,縣(市)管區域排水,
,,,茄苳湖,1,,,,臺南市,,關廟區,,,,,,,
中央管河川,,159012,茄苳溪,30,N/A,,,臺南市,,東山區,,急水溪,,,,,
跨省市河川,,114037,茄苳溪,30,Q16929285,,,新北市,,汐止區,,淡水河(基隆河),,,,,
縣市管河川,,118010,茄苳溪,30,Q17194226,,,桃園市,,"龍潭區,桃園區,蘆竹區",,南崁溪,,,,,
,,,茄苳溪,30,,,,新北市,,汐止區,,,,基隆河,,直轄市管區域排水,
,,,茄苳溪,30,,,,臺南市,,東山區,,急水溪,,,,,
,,,茄苳溪,30,,,,桃園市,,八德區,,,,,,,
,,,茄苳溪,30,,,,桃園市,,大溪區,,,,,,,
,,,茄苳溪,30,,,,高雄市,,內門區,,,,,,,
,,,茄苳溪,30,,,,新北市,,汐止區,,,,,,,
,,,茄苳溪,30,,,,臺南市,,東山區,,,,,,,
,,,茄苳溪,30,,,,桃園市,,桃園區,,,,,,,
,,,茄苳溪,30,,,,桃園市,,新屋區,,,,,,,
,,,茄苳溪,30,,,,新竹縣,,新豐鄉,,,,,,,
,,,茄苳溪,30,,,,桃園市,,蘆竹區,,,,,,,
,,,茄苳溪,30,,,,臺南市,,東山區,,,,,,,
,,,茄苳溪,30,,,,新竹縣,,新豐鄉,,,,,,,
,,,茄苳溪,30,,,,新竹縣,,湖口鄉,,,,,,,
,,,茄苳溪,30,,,,桃園市,,觀音區,,,,,,,
,,,茄苳溪,30,,,,桃園市,,新屋區,,,,,,,
,,,茄苳溪,30,,,,桃園市,,大溪區,,,,,,,
,,,茄苳溪,30,,,,桃園市,,桃園區,,,,,,,
,,,茄苳溪,30,,,,桃園市,,蘆竹區,,,,,,,
,,,茄苳溪,30,,,,桃園市,,八德區,,,,,,,
,,,茄苳溪,30,,,,新北市,,汐止區,,,,,,,
,,,茄苳溪,30,,,,,,,,,,,,,
,,,茄苳溪,30,,,,,,,,,,,,,
,,,茄苳溪,30,,,,,,,,,,,,,
,,,茄苳溪,30,,,,,,,,,,,,,
,,,茄苳溪,30,,,,,,,,,,,,,
,,,茄苳溪,30,,,,,,,,,,,,,
,,,茄苳腳排水溝,2,,,,南投縣,,南投市,,,,,,,
,,,茄苳腳排水溝,2,,,,南投縣,,南投市,,,,,,,
,,,茄苳寮溪,3,,,,臺中市,,太平區,,,,,,,
,,,茄苳寮溪,3,,,,臺中市,,新社區,,,,,,,
,,,茄苳寮溪,3,,,,臺中市,,新社區,,,,,,,
,,,茄苳樹坑,1,,,,南投縣,,國姓鄉,,,,,,,
,,,茄苳瀑布,1,,,,新北市,,汐止區,,,,,,,
,,,茄荖溪,4,,,,彰化縣,,芬園鄉,,,,,,,
,,,茄荖溪,4,,,,南投縣,,草屯鎮,,,,,,,
,,,茄荖溪,4,,,,南投縣,,草屯鎮,,,,,,,
,,,茄荖溪,4,,,,彰化縣,,芬園鄉,,,,貓羅溪,,,
,,,茄湖排水幹線,1,,,,屏東縣,,恆春鎮,,,,東門溪排水幹線,,縣(市)管區域排水,
,,,茄萣排水,1,,,,高雄市,,茄萣區,,,,興達港,,直轄市管區域排水,
,,,茅仔埔圳,1,,,,苗栗縣,,西湖鄉,,,,,,,
,,,茅平橋排水,1,,,,花蓮縣,,豐濱鄉,,,,太平洋,,縣(市)管區域排水,
,,,茅埔圳,1,,,,南投縣,,國姓鄉,,,,,,,
,,,茅埔坑,3,,,,南投縣,,國姓鄉,,,,,,,
,,,茅埔坑,3,,,,南投縣,,埔里鎮,,,,,,,
,,,茅埔坑,3,,,,南投縣,,國姓鄉,,,,,,,
,,,茅草山溝,2,,,,高雄市,,田寮區,,,,,,,
,,,茅草山溝,2,,,,高雄市,,田寮區,,,,,,,
,,,軍功寮排水幹線─1,1,,,,南投縣,,南投,,,,樟平溪,,縣(市)管區域排水,
,,,軍功寮排水幹線─2,1,,,,南投縣,,中寮,,,,樟平溪,,縣(市)管區域排水,
,,,軍功寮溪,5,,龍眼林溪,,南投縣,,中寮鄉,,,,,,,
,,,軍功寮溪,5,,龍眼林溪,,南投縣,,南投市,,,,,,,
,,,軍功寮溪,5,,龍眼林溪,,南投縣,,南投市,,,,貓羅溪,,,
,,,軍功寮溪,5,,龍眼林溪,,南投縣,,中寮鄉,,,,,,,
,,,軍功寮溪,5,,龍眼林溪,,南投縣,,南投市,,,,,,,
,,,重光1號排水路,1,,,,澎湖縣,,馬公市,,,,台灣海峽,,縣(市)管區域排水,
,,,重光2號排水路,1,,,,澎湖縣,,馬公市,,,,台灣海峽,,縣(市)管區域排水,
,,,重安溪,2,,,,臺東縣,,成功鎮,,,,,,,
,,,重安溪,2,,,,,,,,,,,,,
,,,重嶺溪,1,,,,,,,,,,,,,
,,,面埔前溪,2,,,,高雄市,,燕巢區,,,,,,,
,,,面埔前溪,2,,,,高雄市,,燕巢區,,,,,,,
,,,韭菜坑,1,,,,新竹市,,香山區,,,,,,,
,,,韭菜湖溪,2,,,,南投縣,,國姓鄉,,,,,,,
,,,韭菜湖溪,2,,,,南投縣,,國姓鄉,,,,,,,
,,,風尾坑,2,,,,桃園市,,龜山區,,,,,,,
,,,風尾坑,2,,,,桃園市,,龜山區,,,,,,,
,,,風美溪,2,,,,苗栗縣,,南庄鄉,,,,,,,
,,,風美溪,2,,,,,,,,,,,,,
,,,風櫃口埤,1,,,,桃園市,,龍潭區,,,,,,,
,,,風騷溝,1,,,,臺中市,,沙鹿區,,,,,,,
,,,飛沙大排,1,,,,雲林縣,,口湖鄉、四湖鄉,,,,羊稠厝大排,,縣(市)管區域排水,
,,,飛沙中排,1,,,,雲林縣,,四湖鄉,,,,飛沙大排,,縣(市)管區域排水,
中央管河川,第二河川局,135062,飛鳳溪,1,Q64358797,,,苗栗縣,,頭屋鄉,,後龍溪,,,,,
,,,食水坑,5,,,,南投縣,,草屯鎮,,,,,,,
,,,食水坑,5,,,,苗栗縣,,卓蘭鎮,,,,,,,
,,,食水坑,5,,,,臺中市,,東勢區,,,,,,,
,,,食水坑,5,,,,南投縣,,草屯鎮,,,,,,,
,,,食水坑,5,,,,苗栗縣,,獅潭鄉,,,,,,,
,,,食水坑排水幹線,1,,,,南投縣,,草屯,,,,烏溪,,縣(市)管區域排水,
,,,食水坑溪,1,,,,,,,,,,,,,
中央管河川,,142050,食水嵙溪,5,Q16929454,,,臺中市,,"石岡區,新社區",,大甲溪,,,,,
,,,食水嵙溪,5,,食水嵙溪排水,,臺中市,,石岡區,,大甲溪,,八寶圳河道,,,
,,,食水嵙溪,5,,食水嵙溪排水,,臺中市,,新社區,,大甲溪,,八寶圳河道,,,
,,,食水嵙溪,5,,食水嵙溪排水,,臺中市,,石岡區,,大甲溪,,八寶圳河道,,,
,,,食水嵙溪,5,,食水嵙溪排水,,臺中市,,新社區,,大甲溪,,八寶圳河道,,,
,,,食水嵙溪排水,1,,,,臺中市,,石岡區、新社區,,,,大甲溪,,直轄市管區域排水,
,,,香茅坑,1,,,,南投縣,,信義鄉,,,,,,,
,,,香菇溪,2,,,,臺中市,,和平區,,大甲溪,,大甲溪,,,
,,,香菇溪,2,,,,臺中市,,和平區,,,,,,,
,,,倉庫坑溪,1,,,,,,,,,,,,,
,,,倉庫溪,1,,,,南投縣,,信義鄉,,,,,,,
,,,倒孔山溪,1,,,,,,,,,,,,,
,,,倒踏坑,3,,,,南投縣,,竹山鎮,,,,,,,
,,,倒踏坑,3,,,,南投縣,,竹山鎮,,,,,,,
,,,倒踏坑,3,,,,,,,,,,,,,
,,,凍子腳溪,2,,,,嘉義縣,,中埔鄉,,,,,,,
,,,凍子腳溪,2,,,,嘉義縣,,中埔鄉,,,,,,,
,第一河川局,,員山溪,1,,,,宜蘭,,,,蘭陽溪,,,,,
,,,員林坑溪,2,,,,桃園市,,龜山區,,,,,,,
,,,員林坑溪,2,,,,桃園市,,龜山區,,,,,,,
,,,員潭子一圳,1,,,,新北市,,萬里區,,,,,,,
,,,員潭子三圳,1,,,,新北市,,萬里區,,,,,,,
,,,員潭坑,1,,,,新北市,,新店區,,,,,,,
縣市管河川,,265000,員潭溪,5,Q10922374,,,新北市,,"金山區,萬里區",,員潭溪,,,,,
,,,員潭溪,5,,,,新北市,,萬里區,,,,,,,
,,,員潭溪,5,,,,新北市,,金山區,,,,,,,
,,,員潭溪,5,,,,新北市,,萬里區,,,,,,,
,,,員潭溪,5,,,,,,,,,,,,,
,,,員寶庄圳支線,1,,,,"台中縣,台中市",,,,,,港尾子溪排水,,中央管區域排水,
,,,哮貓溪排水幹線,1,,,,南投縣,,中寮,,,,平林溪,,縣(市)管區域排水,
,,,埒內排水,1,,,,雲林縣,,虎尾鎮,,,,過溪子大排,,縣(市)管區域排水,
,,,埔心大埤,1,,,,桃園市,,大園區,,,,,,,
縣市管河川,,119000,埔心溪,8,Q21041593,,,桃園市,,"蘆竹區,大園區,桃園區",,埔心溪,,,,,
,,,埔心溪,8,,,,桃園市,,大園區,,,,,,,
,,,埔心溪,8,,,,桃園市,,蘆竹區,,,,,,,
,,,埔心溪,8,,,,桃園市,,大園區,,,,,,,
,,,埔心溪,8,,,,桃園市,,桃園區,,,,,,,
,,,埔心溪,8,,,,桃園市,,蘆竹區,,,,,,,
,,,埔心溪,8,,,,,,,,,,,,,
,,,埔心溪,8,,,,,,,,,,,,,
,,,埔心溪排水幹線,1,,,,桃園市,,大園區,,,,台灣海峽,,直轄市管區域排水,
,,,埔坑,2,,,,臺中市,,太平區,,,,,,,
,,,埔坑,2,,,,臺中市,,太平區,,,,,,,
,,,埔尾幹線,1,,,,新竹縣,,北埔鄉,,,,大坪溪,,縣(市)管區域排水,
縣市管河川,,108000,埔坪溪,2,Q10930142,,,新北市,,三芝區,,埔坪溪,,,,,
,,,埔坪溪,2,,,,,,,,,,,,,
,,,埔羌崙排水幹線,1,,,,屏東縣,,高樹鄉,,,,隘寮溪,,縣(市)管區域排水,
,,,埔羌溪,3,,,,屏東縣,,高樹鄉,,,,,,,
,,,埔羌溪,3,,,,屏東縣,,高樹鄉,,,,,,,
,,,埔羌溪,3,,,,,,,,,,,,,
,,,埔羌溪排水幹線,1,,,,屏東縣,,高樹鄉,,,,隘寮溪,,縣(市)管區域排水,
,,,埔頂埤,2,,,,桃園市,,觀音區,,,,,,,
,,,埔頂埤,2,,,,桃園市,,大園區,,,,,,,
,,,埔萎林坑,4,,,,彰化縣,,社頭鄉,,,,,,,
,,,埔萎林坑,4,,,,彰化縣,,員林市,,,,,,,
,,,埔萎林坑,4,,,,南投縣,,南投市,,,,,,,
,,,埔萎林坑,4,,,,彰化縣,,員林市,,,,,,,
,,,埔溝排水,1,,,,高雄市,,路竹區,,,,興達港,,直轄市管區域排水,
,,,埔頭圳,1,,,,新北市,,三芝區,,,,,,,
,,,埔頭坑溪,3,,,,新北市,,三芝區,,,,,,,
,,,埔頭坑溪,3,,,,新北市,,三芝區,,,,,,,
,,,埔頭坑溪,3,,,,,,,,,,陳厝坑溪,,,
,,,埔頭區排,1,,,,金門縣,,烈嶼鄉,,,,金門灣,,縣(市)管區域排水,
,,,埔頭溪,2,,,,高雄市,,桃源區,,,,,,,
,,,埔頭溪,2,,,,,,,,,,,,,
,,,夏興區排,1,,,,金門縣,,金湖鎮,,,,,,縣(市)管區域排水,
,,,宮前排水,1,,,,花蓮縣,,玉里鎮,,,,秀姑巒溪,,縣(市)管區域排水,
,,,宵里溪,1,,,,臺南市,,玉井區,,,,,,,
,,,射流溝排水,1,,,,苗栗縣,,竹南鎮,,,,中港溪,,縣(市)管區域排水,
,,,射馬干排水,1,,,,臺東縣,,台東市,,,,太平洋,,縣(市)管區域排水,
,,,射寮港,1,,,,屏東縣,,車城鄉,,,,,,,
,,,峨眉排水,1,,,,新竹縣,,峨眉鄉,,,,大坪溪,,縣(市)管區域排水,
,,,峨眉湖,1,,大埔水庫,,新竹縣,,峨眉鄉,,,,,,,
中央管河川,第二河川局,134040,峨眉溪,9,Q11051813,,,苗栗縣,,三灣鄉,,中港溪,,,,,
,第二河川局,,峨眉溪,9,,,,苗栗,,,,第二河川局,,,,,
,第二河川局,,峨眉溪,9,,,,,,,,第二河川局,,,,,
,,,峨眉溪,9,,,,苗栗縣,,三灣鄉,,,,,,,
,,,峨眉溪,9,,,,新竹縣,,峨眉鄉,,,,,,,
,,,峨眉溪,9,,,,苗栗縣,,三灣鄉,,,,,,,
,,,峨眉溪,9,,,,新竹縣,,北埔鄉,,,,,,,
,,,峨眉溪,9,,,,新竹縣,,峨眉鄉,,,,,,,
,,,峨眉溪,9,,,,新竹縣,,北埔鄉,,,,,,,
,,,峨眉溪1號幹線,1,,,,新竹縣,,峨眉鄉,,,,峨眉溪,,縣(市)管區域排水,
,,,峨眉溪2號幹線,1,,,,新竹縣,,北埔鄉,,,,大坪溪,,縣(市)管區域排水,
,,,峰綠溪,1,,,,苗栗縣,,,,,,,,,
,,,崁下幹線,1,,,,新竹縣,,芎林鄉,,,,頭前溪,,縣(市)管區域排水,
,,,崁子腳坑排水,1,,,,臺中市,,大肚區,,,,烏溪,,直轄市管區域排水,
,,,崁頂坑溪,3,,,,雲林縣,,古坑鄉,,,,,,,
,,,崁頂坑溪,3,,,,雲林縣,,古坑鄉,,,,,,,
,,,崁頂坑溪,3,,,,,,,,,,,,,
,,,崁頂排水支線,1,,,,南投縣,,草屯,,,,溪州埤排水,,縣(市)管區域排水,
中央管河川,,220080,崁頂溪,8,Q35299592,,,臺東縣,,關山鎮,,卑南溪,,,,,
,,,崁頂溪,8,,,,台東,,,,卑南溪,,,,,
,,,崁頂溪,8,,,,雲林縣,,古坑鄉,,,,,,,
,,,崁頂溪,8,,,,臺東縣,,海端鄉,,,,,,,
,,,崁頂溪,8,,,,雲林縣,,古坑鄉,,,,,,,
,,,崁頂溪,8,,,,臺東縣,,海端鄉,,,,,,,
,,,崁頂溪,8,,,,臺東縣,,關山鎮,,,,,,,
,,,崁頂溪,8,,,,臺東縣,,關山鎮,,,,,,,
,,,崁腳圳,1,,,,新北市,,淡水區,,,,,,,
,,,崁腳埤,1,,,,桃園市,,大園區,,,,,,,
,,,崁腳溝排水,1,,,,臺中市,,石岡區,,大甲溪,,大甲溪,,直轄市管區域排水,
,,,崁頭溪,8,,,,屏東縣,,枋寮鄉,,,,,,,
,,,崁頭溪,8,,,,屏東縣,,春日鄉,,,,,,,
,,,崁頭溪,8,,,,屏東縣,,枋寮鄉,,,,,,,
,,,崁頭溪,8,,,,屏東縣,,春日鄉,,,,,,,
,,,崁頭溪,8,,,,新竹縣,,湖口鄉,,,,,,,
,,,崁頭溪,8,,,,新竹縣,,新豐鄉,,,,,,,
,,,崁頭溪,8,,,,,,,,,,,,,
,,,崁頭溪,8,,,,,,,,,,,,,
,,,座駕排水,1,,,,臺南市,,新市區,,,,大洲排水,,直轄市管區域排水,
,,,庫志溪,2,,,,桃園市,,復興區,,,,,,,
,,,庫志溪,2,,,,桃園市,,復興區,,,,,,,
,,,庫拉濃溪,4,,,,臺東縣,,金峰鄉,,,,,,,
,,,庫拉濃溪,4,,,,臺東縣,,太麻里鄉,,,,,,,
,,,庫拉濃溪,4,,,,臺東縣,,太麻里鄉,,,,,,,
,,,庫拉濃溪,4,,,,臺東縣,,金峰鄉,,,,,,,
,,,徐厝排水幹線,1,,,,桃園市,,蘆竹區,,,,南崁溪,,直轄市管區域排水,
,,,徐家池塘,1,,,,桃園市,,平鎮區,,,,,,,
,,,效力坑溪,1,,,,,,,,,,,,,
,,,朗島西溪,1,,,,臺東縣,,蘭嶼鄉,,朗島西溪,,,,,
,,,朗島東溪,2,,,,臺東縣,,蘭嶼鄉,,朗島東溪,,,,,
,,,朗島東溪,2,,,,臺東縣,,蘭嶼鄉,,,,,,,
,,,柴坑,2,,,,彰化縣,,員林市,,,,,,,
,,,柴坑,2,,,,彰化縣,,員林市,,,,,,,
,,,柴梳山溪,1,,,,,,,,頭前溪,,,,,
,,,柴頭港溪,4,,,,臺南市,,安南區,,,,,,,
,,,柴頭港溪,4,,,,臺南市,,"北區,永康區",,鹽水溪,,鹽水溪,,,
,,,柴頭港溪,4,,,,臺南市,,永康區,,,,,,,
,,,柴頭港溪,4,,,,,,,,,,,,,
中央管河川,,165050,柴頭港溪排水,2,#N/A,柴頭港溪,,臺南市,,"東區,北區",,鹽水溪,,,,,
,,,柴頭港溪排水,2,,,,臺南市,,,,,,鹽水溪,,直轄市管區域排水,
,,,柴頭溪,1,,,,,,,,,,,,,
,,,栗子崙排水,1,,,,嘉義縣,,東石鄉,,,,朴子溪,,縣(市)管區域排水,
,,,格仔坑溪,1,,,,臺南市,,楠西區,,,,,,,
,,,桂安漁港,1,,,,新北市,,貢寮區,,,,,,,
,,,桂竹林坑,1,,,,臺中市,,東勢區,,大甲溪,,中嵙溪,,,
,,,桂竹林河,2,,,,苗栗縣,,獅潭鄉,,,,,,,
,,,桂竹林河,2,,,,苗栗縣,,獅潭鄉,,,,,,,
,,,桂林坑,1,,,,苗栗縣,,卓蘭鎮,,,,,,,
,,,桃子腳排水路,1,,,,新北市,,樹林區,,,,三峽河,,直轄市管區域排水,
,,,桃子窩坑支線,1,,,,新竹縣,,新埔鎮,,,,太平窩坑幹線,,縣(市)管區域排水,
,,,桃山西溪,1,,,,臺中市,,和平區,,大甲溪,,七家灣溪,,,
,,,桃山溪,1,,,,臺中市,,和平區,,大甲溪,,七家灣溪,,,
,,,桃仔腳導水線,1,,,,嘉義縣,,大林鎮,,,,,,,
,,,桃米坑排水幹線,1,,,,南投縣,,埔里,,,,南港溪,,縣(市)管區域排水,
,,,桃米溪,5,,,,南投縣,,魚池鄉,,,,,,,
,,,桃米溪,5,,,,南投縣,,埔里鎮,,,,,,,
,,,桃米溪,5,,,,南投縣,,魚池鄉,,,,,,,
,,,桃米溪,5,,,,南投縣,,埔里鎮,,,,,,,
,,,桃米溪,5,,,,,,,,,,,,,
,,,桃源溪,1,,,,高雄市,,桃源區,,,,,,,
,,,桑洞溪,1,,,,苗栗縣,,西湖鄉,,,,,,,
,,,桔子溪排水,1,,,,臺南市,,關廟區、新化區,,,,鹽水溪,,直轄市管區域排水,
,,,泰山圳第二排水幹線,1,,,,屏東縣,,高樹鄉,,,,隘寮溪,,縣(市)管區域排水,
,,,泰平溪,5,,,,新竹縣,,尖石鄉,,,,,,,
,,,泰平溪,5,,,,桃園市,,復興區,,,,,,,
,,,泰平溪,5,,,,新北市,,雙溪區,,,,,,,
,,,泰平溪,5,,,,,,,,,,,,,
,,,泰平溪,5,,,,,,,,,,,,,
,,,泰西圳,1,,,,苗栗縣,,泰安鄉,,,,,,,
,,,泰林溪,2,,,,花蓮縣,,玉里鎮,,,,,,,
,,,泰林溪,2,,,,花蓮縣,,玉里鎮,,,,,,,
跨省市河川,,114016,泰崗溪,4,Q34906353,,,新竹縣,,尖石鄉,,淡水河(大漢溪),,,,,
,,,泰崗溪,4,,,,新竹縣,,尖石鄉,,,,,,,
,,,泰崗溪,4,,,,新竹縣,,尖石鄉,,,,,,,
,,,泰崗溪,4,,,,,,,,,,,,,
,,,泰源南溪,2,,,,臺東縣,,東河鄉,,,,,,,
,,,泰源南溪,2,,,,臺東縣,,東河鄉,,,,,,,
,,,浦邊區排,1,,,,金門縣,,金沙鎮,,,,,,縣(市)管區域排水,
,,,浮圳排水溝,1,,,,臺中市,,東勢區,,,,,,,
,,,浮洲溪,5,,,,宜蘭縣,,宜蘭市,,,,,,,
,,,浮洲溪,5,,,,宜蘭縣,,員山鄉,,,,,,,
,,,浮洲溪,5,,,,宜蘭縣,,宜蘭市,,,,,,,
